query_type,query,col_1,col_2,df_command
Aggregation,grup by biz title and get max of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('max').reset_index()
Aggregation,split by biz title and get median of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('median').reset_index()
Aggregation,categorized by title_code and get std of Level,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,count Level on the basis of job id,Job ID,Level,df.groupby('Job ID')['Level'].agg('count').reset_index()
Aggregation,partition by classification and get min of Job ID,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('min').reset_index()
Aggregation,categorized by agency and get std of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('std').reset_index()
Aggregation,cluster by agcy and get std of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('std').reset_index()
Aggregation,grup by agency and get mean of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('mean').reset_index()
Aggregation,categorized by title and get std of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('std').reset_index()
Aggregation,categorized by AGENCY and get std of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('std').reset_index()
Aggregation,partition by title class and get mean of Job ID,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('mean').reset_index()
Aggregation,std Level based on job id,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,partition by AGENCY and get min of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('min').reset_index()
Aggregation,std Level by job identifier,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,max Level grp title of job,Business Title,Level,df.groupby('Business Title')['Level'].agg('max').reset_index()
Aggregation,groub by agcy and get min of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('min').reset_index()
Aggregation,partition by title of job and get max of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('max').reset_index()
Aggregation,groop by title classfn and get mean of Job ID,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('mean').reset_index()
Aggregation,groub by post type and get median of Job ID,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('median').reset_index()
Aggregation,organize by job id and get mean of Level,Job ID,Level,df.groupby('Job ID')['Level'].agg('mean').reset_index()
Aggregation,std Level based on job id,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,max # Of Positions based on agency,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('max').reset_index()
Aggregation,split by Job Id and get mean of Level,Job ID,Level,df.groupby('Job ID')['Level'].agg('mean').reset_index()
Aggregation,count # Of Positions grpby service title,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('count').reset_index()
Aggregation,partition by PostingType and get sum of Job ID,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('sum').reset_index()
Aggregation,group by job identifier and get mean of Level,Job ID,Level,df.groupby('Job ID')['Level'].agg('mean').reset_index()
Aggregation,split by posting and get std of Job ID,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('std').reset_index()
Aggregation,partition by tile code and get sum of Level,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('sum').reset_index()
Aggregation,i want to see it group organisation,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,can you grp type of post?,Posting Type,,df.groupby('Posting Type').first().reset_index()
Aggregation,i want to see it by title of job,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,grpby organisation,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,i want to see it based on title,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,show data by AGENCY,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,show data categorize by PostingType,Posting Type,,df.groupby('Posting Type').first().reset_index()
Aggregation,grp biz title,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,can you organize by AGENCY?,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,categorize by cst,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,cluster by Agency,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,i want to see it grp cst,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,i want to see it grpby biz title,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,based on service title,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,can you cluster by govt title?,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,show data organize by title code no,Title Code No,,df.groupby('Title Code No').first().reset_index()
Aggregation,can you grouped by j o b i d?,Job ID,,df.groupby('Job ID').first().reset_index()
Aggregation,grouped by AGENCY,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,can you split by agcy?,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,show data by govt title,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,Could you group the data by title code and show the mean of Level?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('mean').reset_index()
Aggregation,I'd like to know the count of Job ID by title classification.,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('count').reset_index()
Aggregation,How many # Of Positions values are there per civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('mean').reset_index()
Aggregation,Which title code no has the highest Level std?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,Can you show me the max # Of Positions grouped by service title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('max').reset_index()
Aggregation,What’s the min of # Of Positions in each AGENCY group?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('min').reset_index()
Aggregation,List count # Of Positions per civil service.,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('count').reset_index()
Aggregation,Can you show me the mean Level grouped by tile code?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('mean').reset_index()
Aggregation,List sum # Of Positions per Agency.,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('sum').reset_index()
Aggregation,Could you group the data by Agency and show the count of # Of Positions?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('count').reset_index()
Aggregation,Which service title has the highest # Of Positions std?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,I'd like to know the min of Level by business title.,Business Title,Level,df.groupby('Business Title')['Level'].agg('min').reset_index()
Aggregation,Which title classfn has the highest Job ID count?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('count').reset_index()
Aggregation,Could you group the data by biz title and show the count of Level?,Business Title,Level,df.groupby('Business Title')['Level'].agg('count').reset_index()
Aggregation,Which j o b i d has the highest Level min?,Job ID,Level,df.groupby('Job ID')['Level'].agg('min').reset_index()
Aggregation,List std Level per official title.,Business Title,Level,df.groupby('Business Title')['Level'].agg('std').reset_index()
Aggregation,Give me the std of # Of Positions for every cst.,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,How is Job ID distributed across title classfn?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('std').reset_index()
Aggregation,Which business title has the highest Level sum?,Business Title,Level,df.groupby('Business Title')['Level'].agg('sum').reset_index()
Aggregation,Could you group the data by title class and show the sum of Job ID?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('sum').reset_index()
Aggregation,How is Job ID distributed across title classfn?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('count').reset_index()
Aggregation,What’s the count of Level in each j o b i d group?,Job ID,Level,df.groupby('Job ID')['Level'].agg('count').reset_index()
Aggregation,How many Job ID values are there per title classification?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('sum').reset_index()
Aggregation,How many # Of Positions values are there per civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('count').reset_index()
Aggregation,Can you show me the min # Of Positions grouped by civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('min').reset_index()
Aggregation,How does the Level vary across job id?,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,Show the spread of Job ID by classification.,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('std').reset_index()
Aggregation,What’s the variation in # Of Positions per civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('mean').reset_index()
Aggregation,Tell me the spread of Level across different title code no.,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,What is the variability of # Of Positions grouped by civil service?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,What is the variability of Level grouped by title code?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,What is the variability of # Of Positions grouped by service title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,Tell me the spread of # Of Positions across different govt title.,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,Check how Job ID changes across type of post.,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('mean').reset_index()
Aggregation,What's the range of # Of Positions for each AGENCY?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('max').reset_index()
Aggregation,Give the scattered values of Level by jobid.,Job ID,Level,df.groupby('Job ID')['Level'].agg('count').reset_index()
Aggregation,How is Job ID scattered over type of post?,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('count').reset_index()
Aggregation,How does the Level vary across title_code?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,Give the scattered values of Level by title.,Business Title,Level,df.groupby('Business Title')['Level'].agg('count').reset_index()
Aggregation,How does the Job ID vary across title classfn?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('std').reset_index()
Aggregation,What's the range of Level for each tcode?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('max').reset_index()
Aggregation,What’s the variation in # Of Positions per agcy?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('mean').reset_index()
Aggregation,Check how Job ID changes across title classfn.,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('mean').reset_index()
Aggregation,What’s the variation in # Of Positions per civil service?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('mean').reset_index()
Aggregation,Can you show the distribution of # Of Positions across agcy?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('count').reset_index()
