query_type,query,col_1,col_2,df_command
Aggregation,grup by biz title and get max of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('max').reset_index()
Aggregation,split by biz title and get median of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('median').reset_index()
Aggregation,categorized by title_code and get std of Level,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,count Level on the basis of job id,Job ID,Level,df.groupby('Job ID')['Level'].agg('count').reset_index()
Aggregation,partition by classification and get min of Job ID,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('min').reset_index()
Aggregation,categorized by agency and get std of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('std').reset_index()
Aggregation,cluster by agcy and get std of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('std').reset_index()
Aggregation,grup by agency and get mean of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('mean').reset_index()
Aggregation,categorized by title and get std of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('std').reset_index()
Aggregation,categorized by AGENCY and get std of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('std').reset_index()
Aggregation,partition by title class and get mean of Job ID,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('mean').reset_index()
Aggregation,std Level based on job id,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,partition by AGENCY and get min of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('min').reset_index()
Aggregation,std Level by job identifier,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,max Level grp title of job,Business Title,Level,df.groupby('Business Title')['Level'].agg('max').reset_index()
Aggregation,groub by agcy and get min of # Of Positions,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('min').reset_index()
Aggregation,partition by title of job and get max of Level,Business Title,Level,df.groupby('Business Title')['Level'].agg('max').reset_index()
Aggregation,groop by title classfn and get mean of Job ID,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('mean').reset_index()
Aggregation,groub by post type and get median of Job ID,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('median').reset_index()
Aggregation,organize by job id and get mean of Level,Job ID,Level,df.groupby('Job ID')['Level'].agg('mean').reset_index()
Aggregation,std Level based on job id,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,max # Of Positions based on agency,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('max').reset_index()
Aggregation,split by Job Id and get mean of Level,Job ID,Level,df.groupby('Job ID')['Level'].agg('mean').reset_index()
Aggregation,count # Of Positions grpby service title,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('count').reset_index()
Aggregation,partition by PostingType and get sum of Job ID,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('sum').reset_index()
Aggregation,group by job identifier and get mean of Level,Job ID,Level,df.groupby('Job ID')['Level'].agg('mean').reset_index()
Aggregation,split by posting and get std of Job ID,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('std').reset_index()
Aggregation,partition by tile code and get sum of Level,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('sum').reset_index()
Aggregation,i want to see it group organisation,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,can you grp type of post?,Posting Type,,df.groupby('Posting Type').first().reset_index()
Aggregation,i want to see it by title of job,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,grpby organisation,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,i want to see it based on title,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,show data by AGENCY,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,show data categorize by PostingType,Posting Type,,df.groupby('Posting Type').first().reset_index()
Aggregation,grp biz title,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,can you organize by AGENCY?,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,categorize by cst,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,cluster by Agency,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,i want to see it grp cst,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,i want to see it grpby biz title,Business Title,,df.groupby('Business Title').first().reset_index()
Aggregation,based on service title,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,can you cluster by govt title?,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,show data organize by title code no,Title Code No,,df.groupby('Title Code No').first().reset_index()
Aggregation,can you grouped by j o b i d?,Job ID,,df.groupby('Job ID').first().reset_index()
Aggregation,grouped by AGENCY,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,can you split by agcy?,Agency,,df.groupby('Agency').first().reset_index()
Aggregation,show data by govt title,Civil Service Title,,df.groupby('Civil Service Title').first().reset_index()
Aggregation,Could you group the data by title code and show the mean of Level?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('mean').reset_index()
Aggregation,I'd like to know the count of Job ID by title classification.,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('count').reset_index()
Aggregation,How many # Of Positions values are there per civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('mean').reset_index()
Aggregation,Which title code no has the highest Level std?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,Can you show me the max # Of Positions grouped by service title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('max').reset_index()
Aggregation,What’s the min of # Of Positions in each AGENCY group?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('min').reset_index()
Aggregation,List count # Of Positions per civil service.,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('count').reset_index()
Aggregation,Can you show me the mean Level grouped by tile code?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('mean').reset_index()
Aggregation,List sum # Of Positions per Agency.,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('sum').reset_index()
Aggregation,Could you group the data by Agency and show the count of # Of Positions?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('count').reset_index()
Aggregation,Which service title has the highest # Of Positions std?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,I'd like to know the min of Level by business title.,Business Title,Level,df.groupby('Business Title')['Level'].agg('min').reset_index()
Aggregation,Which title classfn has the highest Job ID count?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('count').reset_index()
Aggregation,Could you group the data by biz title and show the count of Level?,Business Title,Level,df.groupby('Business Title')['Level'].agg('count').reset_index()
Aggregation,Which j o b i d has the highest Level min?,Job ID,Level,df.groupby('Job ID')['Level'].agg('min').reset_index()
Aggregation,List std Level per official title.,Business Title,Level,df.groupby('Business Title')['Level'].agg('std').reset_index()
Aggregation,Give me the std of # Of Positions for every cst.,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,How is Job ID distributed across title classfn?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('std').reset_index()
Aggregation,Which business title has the highest Level sum?,Business Title,Level,df.groupby('Business Title')['Level'].agg('sum').reset_index()
Aggregation,Could you group the data by title class and show the sum of Job ID?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('sum').reset_index()
Aggregation,How is Job ID distributed across title classfn?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('count').reset_index()
Aggregation,What’s the count of Level in each j o b i d group?,Job ID,Level,df.groupby('Job ID')['Level'].agg('count').reset_index()
Aggregation,How many Job ID values are there per title classification?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('sum').reset_index()
Aggregation,How many # Of Positions values are there per civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('count').reset_index()
Aggregation,Can you show me the min # Of Positions grouped by civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('min').reset_index()
Aggregation,How does the Level vary across job id?,Job ID,Level,df.groupby('Job ID')['Level'].agg('std').reset_index()
Aggregation,Show the spread of Job ID by classification.,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('std').reset_index()
Aggregation,What’s the variation in # Of Positions per civil title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('mean').reset_index()
Aggregation,Tell me the spread of Level across different title code no.,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,What is the variability of # Of Positions grouped by civil service?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,What is the variability of Level grouped by title code?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,What is the variability of # Of Positions grouped by service title?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,Tell me the spread of # Of Positions across different govt title.,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('std').reset_index()
Aggregation,Check how Job ID changes across type of post.,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('mean').reset_index()
Aggregation,What's the range of # Of Positions for each AGENCY?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('max').reset_index()
Aggregation,Give the scattered values of Level by jobid.,Job ID,Level,df.groupby('Job ID')['Level'].agg('count').reset_index()
Aggregation,How is Job ID scattered over type of post?,Posting Type,Job ID,df.groupby('Posting Type')['Job ID'].agg('count').reset_index()
Aggregation,How does the Level vary across title_code?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('std').reset_index()
Aggregation,Give the scattered values of Level by title.,Business Title,Level,df.groupby('Business Title')['Level'].agg('count').reset_index()
Aggregation,How does the Job ID vary across title classfn?,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('std').reset_index()
Aggregation,What's the range of Level for each tcode?,Title Code No,Level,df.groupby('Title Code No')['Level'].agg('max').reset_index()
Aggregation,What’s the variation in # Of Positions per agcy?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('mean').reset_index()
Aggregation,Check how Job ID changes across title classfn.,Title Classification,Job ID,df.groupby('Title Classification')['Job ID'].agg('mean').reset_index()
Aggregation,What’s the variation in # Of Positions per civil service?,Civil Service Title,# Of Positions,df.groupby('Civil Service Title')['# Of Positions'].agg('mean').reset_index()
Aggregation,Can you show the distribution of # Of Positions across agcy?,Agency,# Of Positions,df.groupby('Agency')['# Of Positions'].agg('count').reset_index()
Sorting & Ranking,Show customers in increasing order of revenue.,customers,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,Display employees in order of decreasing units_sold.,employees,units_sold,"df.sort_values(by='units_sold', ascending=False)"
Sorting & Ranking,Get the highest sales values for each employees.,employees,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,Find top 3 stores with highest rating.,stores,rating,"df.sort_values(by='rating', ascending=False).head(3)"
Sorting & Ranking,Get the highest sales values for each departments.,departments,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,Find top 3 departments with highest units_sold.,departments,units_sold,"df.sort_values(by='units_sold', ascending=False).head(3)"
Sorting & Ranking,List the lowest revenue values grouped by stores.,stores,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,Show customers in increasing order of profit.,customers,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,Rank departments by units_sold.,departments,units_sold,df['units_sold_rank'] = df['units_sold'].rank(ascending=False)
Sorting & Ranking,Get the highest profit values for each stores.,stores,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,Rank employees by expenses.,employees,expenses,df['expenses_rank'] = df['expenses'].rank(ascending=False)
Sorting & Ranking,Show customers sorted by profit ascending.,customers,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,Show stores sorted by sales ascending.,stores,sales,"df.sort_values(by='sales', ascending=True)"
Sorting & Ranking,Rank stores by expenses.,stores,expenses,df['expenses_rank'] = df['expenses'].rank(ascending=False)
Sorting & Ranking,Display stores in order of decreasing expenses.,stores,expenses,"df.sort_values(by='expenses', ascending=False)"
Sorting & Ranking,Get bottom 10 stores based on sales.,stores,sales,"df.sort_values(by='sales', ascending=True).head(10)"
Sorting & Ranking,Get bottom 10 customers based on units_sold.,customers,units_sold,"df.sort_values(by='units_sold', ascending=True).head(10)"
Sorting & Ranking,Rank products by profit.,products,profit,df['profit_rank'] = df['profit'].rank(ascending=False)
Sorting & Ranking,Sort customers by profit in descending order.,customers,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,List top 5 employees by profit.,employees,profit,"df.sort_values(by='profit', ascending=False).head(5)"
Sorting & Ranking,Get bottom 10 products based on profit.,products,profit,"df.sort_values(by='profit', ascending=True).head(10)"
Sorting & Ranking,Find top 3 departments with highest units_sold.,departments,units_sold,"df.sort_values(by='units_sold', ascending=False).head(3)"
Sorting & Ranking,Display products in order of decreasing rating.,products,rating,"df.sort_values(by='rating', ascending=False)"
Sorting & Ranking,Get the highest rating values for each stores.,stores,rating,"df.sort_values(by='rating', ascending=False)"
Sorting & Ranking,Show customers in increasing order of sales.,customers,sales,"df.sort_values(by='sales', ascending=True)"
Sorting & Ranking,List the lowest revenue values grouped by products.,products,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,Find top 3 employees with highest expenses.,employees,expenses,"df.sort_values(by='expenses', ascending=False).head(3)"
Sorting & Ranking,Sort stores by sales in descending order.,stores,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,Sort stores by revenue in descending order.,stores,revenue,"df.sort_values(by='revenue', ascending=False)"
Sorting & Ranking,Find top 3 products with highest sales.,products,sales,"df.sort_values(by='sales', ascending=False).head(3)"
Sorting & Ranking,Rank products by rating.,products,rating,df['rating_rank'] = df['rating'].rank(ascending=False)
Sorting & Ranking,Rank departments by profit.,departments,profit,df['profit_rank'] = df['profit'].rank(ascending=False)
Sorting & Ranking,Get bottom 10 employees based on units_sold.,employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(10)"
Sorting & Ranking,Display customers in order of decreasing expenses.,customers,expenses,"df.sort_values(by='expenses', ascending=False)"
Sorting & Ranking,Get bottom 10 employees based on revenue.,employees,revenue,"df.sort_values(by='revenue', ascending=True).head(10)"
Sorting & Ranking,Sort customers by profit in descending order.,customers,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,List the lowest profit values grouped by employees.,employees,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,List the lowest revenue values grouped by employees.,employees,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,Show departments in increasing order of profit.,departments,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,Find top 3 products with highest profit.,products,profit,"df.sort_values(by='profit', ascending=False).head(3)"
Sorting & Ranking,Find top 3 customers with highest revenue.,customers,revenue,"df.sort_values(by='revenue', ascending=False).head(3)"
Sorting & Ranking,Sort stores by rating in descending order.,stores,rating,"df.sort_values(by='rating', ascending=False)"
Sorting & Ranking,List the lowest expenses values grouped by departments.,departments,expenses,"df.sort_values(by='expenses', ascending=True)"
Sorting & Ranking,Display departments in order of decreasing profit.,departments,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,Find top 3 employees with highest profit.,employees,profit,"df.sort_values(by='profit', ascending=False).head(3)"
Sorting & Ranking,Show products in increasing order of revenue.,products,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,Display customers in order of decreasing rating.,customers,rating,"df.sort_values(by='rating', ascending=False)"
Sorting & Ranking,List the lowest expenses values grouped by departments.,departments,expenses,"df.sort_values(by='expenses', ascending=True)"
Sorting & Ranking,Find top 3 products with highest expenses.,products,expenses,"df.sort_values(by='expenses', ascending=False).head(3)"
Sorting & Ranking,Display departments in order of decreasing sales.,departments,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,List the lowest units_sold values grouped by products.,products,units_sold,"df.sort_values(by='units_sold', ascending=True)"
Sorting & Ranking,Show departments in increasing order of revenue.,departments,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,List the lowest revenue values grouped by departments.,departments,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,Show customers sorted by rating ascending.,customers,rating,"df.sort_values(by='rating', ascending=True)"
Sorting & Ranking,Get bottom 10 products based on expenses.,products,expenses,"df.sort_values(by='expenses', ascending=True).head(10)"
Sorting & Ranking,List top 5 departments by profit.,departments,profit,"df.sort_values(by='profit', ascending=False).head(5)"
Sorting & Ranking,List top 5 customers by rating.,customers,rating,"df.sort_values(by='rating', ascending=False).head(5)"
Sorting & Ranking,Get bottom 10 products based on rating.,products,rating,"df.sort_values(by='rating', ascending=True).head(10)"
Sorting & Ranking,Rank stores by revenue.,stores,revenue,df['revenue_rank'] = df['revenue'].rank(ascending=False)
Sorting & Ranking,Show employees sorted by units_sold ascending.,employees,units_sold,"df.sort_values(by='units_sold', ascending=True)"
Sorting & Ranking,Rank customers by units_sold.,customers,units_sold,df['units_sold_rank'] = df['units_sold'].rank(ascending=False)
Sorting & Ranking,Find top 3 employees with highest rating.,employees,rating,"df.sort_values(by='rating', ascending=False).head(3)"
Sorting & Ranking,Show departments in increasing order of expenses.,departments,expenses,"df.sort_values(by='expenses', ascending=True)"
Sorting & Ranking,Rank products by profit.,products,profit,df['profit_rank'] = df['profit'].rank(ascending=False)
Sorting & Ranking,Sort employees by revenue in descending order.,employees,revenue,"df.sort_values(by='revenue', ascending=False)"
Sorting & Ranking,Display customers in order of decreasing rating.,customers,rating,"df.sort_values(by='rating', ascending=False)"
Sorting & Ranking,Sort stores by sales in descending order.,stores,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,Find top 3 customers with highest sales.,customers,sales,"df.sort_values(by='sales', ascending=False).head(3)"
Sorting & Ranking,Show departments in increasing order of expenses.,departments,expenses,"df.sort_values(by='expenses', ascending=True)"
Sorting & Ranking,Find top 3 customers with highest profit.,customers,profit,"df.sort_values(by='profit', ascending=False).head(3)"
Sorting & Ranking,Rank products by expenses.,products,expenses,df['expenses_rank'] = df['expenses'].rank(ascending=False)
Sorting & Ranking,Show stores sorted by sales ascending.,stores,sales,"df.sort_values(by='sales', ascending=True)"
Sorting & Ranking,List the lowest rating values grouped by customers.,customers,rating,"df.sort_values(by='rating', ascending=True)"
Sorting & Ranking,List the lowest expenses values grouped by employees.,employees,expenses,"df.sort_values(by='expenses', ascending=True)"
Sorting & Ranking,Sort stores by expenses in descending order.,stores,expenses,"df.sort_values(by='expenses', ascending=False)"
Sorting & Ranking,Find top 3 stores with highest sales.,stores,sales,"df.sort_values(by='sales', ascending=False).head(3)"
Sorting & Ranking,Get bottom 10 products based on sales.,products,sales,"df.sort_values(by='sales', ascending=True).head(10)"
Sorting & Ranking,Find top 2 stores with highest sales.,stores,sales,"df.sort_values(by='sales', ascending=False).head(2)"
Sorting & Ranking,Sort employees by units_sold in descending order.,employees,units_sold,"df.sort_values(by='units_sold', ascending=False)"
Sorting & Ranking,Get bottom 10 stores based on profit.,stores,profit,"df.sort_values(by='profit', ascending=True).head(10)"
Sorting & Ranking,Rank customers by profit.,customers,profit,df['profit_rank'] = df['profit'].rank(ascending=False)
Sorting & Ranking,List the lowest profit values grouped by employees.,employees,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,Sort stores by units_sold in descending order.,stores,units_sold,"df.sort_values(by='units_sold', ascending=False)"
Sorting & Ranking,Display departments in order of decreasing sales.,departments,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,Rank employees by profit.,employees,profit,df['profit_rank'] = df['profit'].rank(ascending=False)
Sorting & Ranking,Show employees in increasing order of rating.,employees,rating,"df.sort_values(by='rating', ascending=True)"
Sorting & Ranking,Sort departments by units_sold in descending order.,departments,units_sold,"df.sort_values(by='units_sold', ascending=False)"
Sorting & Ranking,Rank products by profit.,products,profit,df['profit_rank'] = df['profit'].rank(ascending=False)
Sorting & Ranking,Find top 2 employees with highest sales.,employees,sales,"df.sort_values(by='sales', ascending=False).head(2)"
Sorting & Ranking,Show products in increasing order of expenses.,products,expenses,"df.sort_values(by='expenses', ascending=True)"
Sorting & Ranking,Show customers sorted by sales ascending.,customers,sales,"df.sort_values(by='sales', ascending=True)"
Sorting & Ranking,List top 5 departments by revenue.,departments,revenue,"df.sort_values(by='revenue', ascending=False).head(5)"
Sorting & Ranking,Get bottom 10 customers based on revenue.,customers,revenue,"df.sort_values(by='revenue', ascending=True).head(10)"
Sorting & Ranking,Sort customers by revenue in descending order.,customers,revenue,"df.sort_values(by='revenue', ascending=False)"
Sorting & Ranking,List the lowest revenue values grouped by employees.,employees,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,Rank employees by units_sold.,employees,units_sold,df['units_sold_rank'] = df['units_sold'].rank(ascending=False)
Sorting & Ranking,List top 5 departments by revenue.,departments,revenue,"df.sort_values(by='revenue', ascending=False).head(5)"
Sorting & Ranking,Get bottom 10 customers based on rating.,customers,rating,"df.sort_values(by='rating', ascending=True).head(10)"
Sorting & Ranking,Get bottom 10 products based on expenses.,products,expenses,"df.sort_values(by='expenses', ascending=True).head(10)"
Sorting & Ranking,List top 5 employees by sales.,employees,sales,"df.sort_values(by='sales', ascending=False).head(5)"
Sorting & Ranking,10 customers with most revenue,customers,revenue,"df.sort_values(by='revenue', ascending=False).head(10)"
Sorting & Ranking,stores sorted top by profit,stores,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,show top 20 products by ratings,products,ratings,"df.sort_values(by='ratings', ascending=True).head(20)"
Sorting & Ranking,list 10 stores having low to high profit,stores,profit,"df.sort_values(by='profit', ascending=True).head(10)"
Sorting & Ranking,categories sorted least by orders,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,get top 20 customers increasing revenue,customers,revenue,"df.sort_values(by='revenue', ascending=True).head(20)"
Sorting & Ranking,list 5 categories having decreasing orders,categories,orders,"df.sort_values(by='orders', ascending=False).head(5)"
Sorting & Ranking,show top 20 customers by revenue,customers,revenue,"df.sort_values(by='revenue', ascending=False).head(20)"
Sorting & Ranking,get top 10 stores bottom profit,stores,profit,"df.sort_values(by='profit', ascending=True).head(10)"
Sorting & Ranking,organize products by ratings (least),products,ratings,"df.sort_values(by='ratings', ascending=True)"
Sorting & Ranking,list 20 employees having increasing sales,employees,sales,"df.sort_values(by='sales', ascending=True).head(20)"
Sorting & Ranking,sort categories by orders in bottom order,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,arrange all stores according to most profit,stores,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,get top 3 products greatest ratings,products,ratings,"df.sort_values(by='ratings', ascending=False).head(3)"
Sorting & Ranking,get top 20 customers highest revenue,customers,revenue,"df.sort_values(by='revenue', ascending=False).head(20)"
Sorting & Ranking,customers sorted most by revenue,customers,revenue,"df.sort_values(by='revenue', ascending=False)"
Sorting & Ranking,categories sorted bottom by orders,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,employees sorted most by sales,employees,sales,"df.sort_values(by='sales', ascending=False)"
Sorting & Ranking,employees sorted low to high by units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=True)"
Sorting & Ranking,show top 20 products by ratings,products,ratings,"df.sort_values(by='ratings', ascending=False).head(20)"
Sorting & Ranking,3 employees with greatest sales,employees,sales,"df.sort_values(by='sales', ascending=False).head(3)"
Sorting & Ranking,customers sorted bottom by revenue,customers,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,5 employees with greatest sales,employees,sales,"df.sort_values(by='sales', ascending=False).head(5)"
Sorting & Ranking,show top 5 employees by sales,employees,sales,"df.sort_values(by='sales', ascending=True).head(5)"
Sorting & Ranking,organize products by ratings (bottom),products,ratings,"df.sort_values(by='ratings', ascending=True)"
Sorting & Ranking,categories sorted ascending by orders,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,categories sorted top by orders,categories,orders,"df.sort_values(by='orders', ascending=False)"
Sorting & Ranking,show top 10 employees by sales,employees,sales,"df.sort_values(by='sales', ascending=False).head(10)"
Sorting & Ranking,customers sorted descending by revenue,customers,revenue,"df.sort_values(by='revenue', ascending=False)"
Sorting & Ranking,arrange all customers according to low to high revenue,customers,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,get top 10 categories bottom orders,categories,orders,"df.sort_values(by='orders', ascending=True).head(10)"
Sorting & Ranking,order stores based on profit (least),stores,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,order products based on ratings (greatest),products,ratings,"df.sort_values(by='ratings', ascending=False)"
Sorting & Ranking,3 employees with least units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=True).head(3)"
Sorting & Ranking,get top 5 employees decreasing units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=False).head(5)"
Sorting & Ranking,organize stores by profit (bottom),stores,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,sort stores by profit in least order,stores,profit,"df.sort_values(by='profit', ascending=True)"
Sorting & Ranking,arrange all stores according to high to low profit,stores,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,organize employees by units_sold (greatest),employees,units_sold,"df.sort_values(by='units_sold', ascending=False)"
Sorting & Ranking,sort categories by orders in most order,categories,orders,"df.sort_values(by='orders', ascending=False)"
Sorting & Ranking,get top 5 employees top sales,employees,sales,"df.sort_values(by='sales', ascending=False).head(5)"
Sorting & Ranking,order products based on ratings (most),products,ratings,"df.sort_values(by='ratings', ascending=False)"
Sorting & Ranking,organize products by ratings (increasing),products,ratings,"df.sort_values(by='ratings', ascending=True)"
Sorting & Ranking,order categories based on orders (descending),categories,orders,"df.sort_values(by='orders', ascending=False)"
Sorting & Ranking,list 5 employees having least sales,employees,sales,"df.sort_values(by='sales', ascending=True).head(5)"
Sorting & Ranking,arrange all employees according to decreasing units_sold,employees,units_sold,"df.sort_values(by='units_sold', ascending=False)"
Sorting & Ranking,get top 20 employees highest sales,employees,sales,"df.sort_values(by='sales', ascending=False).head(20)"
Sorting & Ranking,display 3 stores sorted by profit (ascending),stores,profit,"df.sort_values(by='profit', ascending=True).head(3)"
Sorting & Ranking,arrange all customers according to low to high revenue,customers,revenue,"df.sort_values(by='revenue', ascending=True)"
Sorting & Ranking,employees sorted least by sales,employees,sales,"df.sort_values(by='sales', ascending=True)"
Sorting & Ranking,10 customrs with most Revenue,customers,revenue,"df.sort_values(by='revenue', ascending=False).head(10)"
Sorting & Ranking,STORES sorted top by Profitt,stores,profit,"df.sort_values(by='profit', ascending=False)"
Sorting & Ranking,show top 20 PRODUCTS by RATINGS,products,ratings,"df.sort_values(by='ratings', ascending=True).head(20)"
Sorting & Ranking,list 10 Storez having low to high PROFIT,stores,profit,"df.sort_values(by='profit', ascending=True).head(10)"
Sorting & Ranking,categores sorted least by ORDERS,categories,orders,"df.sort_values(by='orders', ascending=True)"
Sorting & Ranking,get top 20 customrs increasing REVENUE,customers,revenue,"df.sort_values(by='revenue', ascending=True).head(20)"
Sorting & Ranking,list 5 categores having decreasing odders,categories,orders,"df.sort_values(by='orders', ascending=False).head(5)"
Sorting & Ranking,show top 20 customrs by REVENUE,customers,revenue,"df.sort_values(by='revenue', ascending=False).head(20)"
Sorting & Ranking,get top 10 Storez bottom proffit,stores,profit,"df.sort_values(by='profit', ascending=True).head(10)"
